Total Length of Bwd Packets,Bwd Packet Length Mean,Packet Length Mean,Packet Length Std,Packet Length Variance,Average Packet Size,Avg Bwd Segment Size,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,Label
43063,1495,1458,382,271324,1502,1332,77399,65507,65464,ATTACK
8241,352,374,120,23688,368,231,10195,64549,63421,BENIGN
10669,392,485,132,22557,513,205,13970,60900,59538,BENIGN
43271,1241,1844,322,148156,1738,858,43303,65042,65157,ATTACK
12538,311,470,101,20287,485,211,7040,64923,59984,BENIGN
62172,1153,1685,373,126949,1313,1048,73431,65477,65397,ATTACK
75490,946,1963,518,229072,1792,1008,56175,65352,65161,ATTACK
70670,977,1907,318,105085,1829,1091,60204,65512,65108,ATTACK
8248,390,390,127,14919,536,237,13321,64523,59457,BENIGN
14661,293,409,130,23922,488,255,13785,62442,61958,BENIGN
75291,1317,1518,480,273968,1681,805,65435,65193,65042,ATTACK
9442,370,470,129,7469,433,303,8856,65285,61867,BENIGN
64887,911,1499,589,286168,1613,872,58792,65445,65526,ATTACK
41104,911,1465,486,199205,1821,1033,65556,65458,65302,ATTACK
14229,236,450,118,19485,408,299,7277,61028,62660,BENIGN
70254,1015,1329,553,185925,1386,1019,74653,65136,65221,ATTACK
12950,330,391,83,8895,479,303,9040,60017,58022,BENIGN
12422,306,359,139,20042,539,239,12688,60303,63509,BENIGN
12352,381,458,118,19071,405,327,12917,60578,63901,BENIGN
43165,1443,1778,494,262994,1370,1088,72639,65214,65363,ATTACK
61496,1380,1318,558,211285,1527,887,69886,65043,65015,ATTACK
13344,268,479,144,22510,545,334,8546,64611,61225,BENIGN
54786,1171,1280,519,205356,1764,1080,41520,65315,65451,ATTACK
44728,1493,1993,363,250476,1733,878,50993,65501,65037,ATTACK
10758,337,524,127,24350,447,341,7782,62179,60571,BENIGN
71544,1435,1329,531,139154,1924,1141,79946,65414,65071,ATTACK
13384,346,475,135,16700,431,208,11748,64783,64953,BENIGN
14494,398,387,92,7091,414,305,12062,61781,61025,BENIGN
12606,351,462,109,21600,378,233,10176,62225,60889,BENIGN
11861,378,519,125,20763,453,299,9940,61871,63713,BENIGN
9166,306,454,135,10642,432,224,8472,65275,60708,BENIGN
59114,1441,1366,322,157956,1950,881,51648,65186,65488,ATTACK
53042,1326,1818,429,130506,1302,1111,54570,65475,65428,ATTACK
48654,1038,1732,365,294704,1435,1338,66002,65294,65338,ATTACK
40709,1345,1437,558,252430,1975,1313,52129,65335,65194,ATTACK
66380,1026,1963,592,238311,1488,1032,53219,65117,65451,ATTACK
59157,1438,1731,492,270891,1554,1137,46333,65227,65259,ATTACK
56739,1376,1391,504,128962,1475,1380,52730,65059,65219,ATTACK
59314,888,1537,376,141085,1468,1274,63507,65393,65358,ATTACK
9265,321,458,116,6859,547,333,12921,60193,58640,BENIGN
13414,318,408,110,14455,396,290,9313,64501,61831,BENIGN
76957,1202,1903,529,160253,1560,1253,54807,65407,65352,ATTACK
13253,262,390,109,22811,399,343,12212,65127,64345,BENIGN
58766,1422,1387,436,228534,1868,805,50052,65090,65534,ATTACK
10553,256,502,91,21768,440,253,13885,64631,64209,BENIGN
48183,1002,1457,393,151202,1592,827,69548,65018,65042,ATTACK
13254,270,514,126,13309,412,229,12518,65376,63589,BENIGN
50913,1450,1208,597,265796,1458,907,53714,65460,65026,ATTACK
44889,852,1927,405,274244,1567,1145,55633,65328,65185,ATTACK
44318,1197,1433,524,267697,1252,1143,57971,65423,65159,ATTACK
9099,269,549,107,24370,401,343,10005,64706,60550,BENIGN
72596,930,1897,301,129067,1401,863,59669,65293,65071,ATTACK
12015,227,470,92,13108,544,344,9884,61291,64809,BENIGN
11649,370,377,135,6300,438,336,8124,60638,59284,BENIGN
10480,300,388,99,17052,424,211,8057,64925,60808,BENIGN
14944,255,434,113,9161,477,331,8072,61789,64735,BENIGN
57515,1344,1804,492,263253,1499,1019,79107,65388,65436,ATTACK
62856,995,1525,392,230809,1951,958,54608,65006,65474,ATTACK
70281,1038,1441,438,193148,1436,894,53926,65380,65278,ATTACK
79563,1319,1516,450,288402,1389,1279,59712,65116,65022,ATTACK
13470,262,366,111,12933,450,292,9282,61854,58425,BENIGN
76206,1258,1663,583,125610,1930,913,68812,65087,65226,ATTACK
60570,1366,1643,476,277399,1884,1031,77050,65481,65307,ATTACK
51059,1269,1756,392,115379,1646,1211,57687,65479,65276,ATTACK
14215,203,458,93,6648,444,345,8683,63443,62952,BENIGN
14881,309,421,104,14872,364,234,10756,64496,62585,BENIGN
9089,389,537,133,11964,455,263,12914,60550,59042,BENIGN
8919,347,417,84,18287,351,238,9159,65325,58655,BENIGN
75999,847,1954,316,124348,1525,1139,75442,65450,65368,ATTACK
14801,275,419,84,20379,477,320,7648,62740,63930,BENIGN
13588,393,380,114,18608,456,203,9585,65182,62712,BENIGN
11588,394,376,119,13850,446,230,9854,61450,61726,BENIGN
57325,1384,1709,592,172689,1626,856,51406,65065,65096,ATTACK
48999,1401,1734,585,186116,1475,1033,41123,65523,65262,ATTACK
10312,370,547,125,8737,444,238,13115,61690,63008,BENIGN
8641,388,492,147,17966,394,295,12591,61813,62481,BENIGN
52753,866,1791,564,209818,1466,1081,67910,65038,65293,ATTACK
9075,221,462,137,20181,541,255,8095,61936,60710,BENIGN
9776,303,413,85,15675,424,216,7659,64635,62257,BENIGN
55329,1330,1950,306,216520,1230,1219,71912,65486,65080,ATTACK
44023,1461,1807,359,257667,1802,811,40539,65030,65500,ATTACK
8469,373,531,81,9016,485,320,9741,61249,60189,BENIGN
78829,1019,1863,318,243614,1917,1177,52664,65167,65266,ATTACK
11163,298,477,100,22708,452,260,7076,60063,59311,BENIGN
74252,1495,1890,456,138958,1213,901,42214,65261,65525,ATTACK
58465,821,1302,471,262060,1276,1181,68142,65530,65135,ATTACK
57728,974,1722,432,299381,1323,840,62750,65316,65214,ATTACK
72683,917,1593,365,263102,1515,804,48772,65212,65257,ATTACK
55812,1451,1745,395,292891,1232,852,41148,65118,65278,ATTACK
14203,300,413,110,10179,436,339,8349,60130,59719,BENIGN
43387,1026,1255,355,237487,1518,967,44838,65083,65354,ATTACK
77379,1077,1377,556,101444,1310,1134,51994,65246,65111,ATTACK
13407,364,526,136,23651,540,252,12313,65052,61498,BENIGN
53181,825,1747,520,151320,1559,1364,45530,65469,65132,ATTACK
13812,377,480,126,17763,350,207,11574,61219,61297,BENIGN
10571,303,545,135,23198,517,308,7507,63202,59976,BENIGN
46416,1191,1885,335,288179,1751,861,45417,65106,65052,ATTACK
9845,314,408,89,23887,468,331,12564,60425,58487,BENIGN
49396,984,1641,593,175892,1986,1226,67294,65179,65384,ATTACK
9885,384,429,127,10857,535,296,11930,63823,61568,BENIGN
11409,271,498,125,15657,496,320,10699,64384,62708,BENIGN
58491,1048,1477,590,139089,1207,1211,73007,65030,65143,ATTACK
61555,1061,1891,583,248586,1704,1140,57130,65449,65259,ATTACK
65489,894,1839,589,210041,1518,976,53837,65420,65163,ATTACK
76290,1357,1330,356,103811,1556,1093,57725,65163,65495,ATTACK
43189,1083,1462,540,123148,1575,1163,62146,65277,65157,ATTACK
44113,1469,1984,574,197978,1505,1120,79577,65385,65160,ATTACK
53237,1439,1214,591,191782,1653,1013,69276,65157,65342,ATTACK
11019,356,526,148,7912,426,218,8118,60506,59310,BENIGN
10169,394,471,139,19035,376,285,12603,62450,61472,BENIGN
43158,1070,1407,542,228685,1756,1196,40663,65179,65359,ATTACK
10685,296,448,81,13284,537,329,13704,65104,60909,BENIGN
48987,1352,1571,371,299918,1682,1073,71766,65077,65326,ATTACK
10235,322,383,113,18155,360,299,8679,63188,59815,BENIGN
60766,873,1422,354,229561,1778,1337,59427,65343,65007,ATTACK
54201,1400,1827,458,144546,1729,1185,53021,65325,65074,ATTACK
40154,928,1409,524,161991,1320,1180,59777,65399,65204,ATTACK
71050,1058,1416,538,261485,1330,1143,76869,65506,65341,ATTACK
49862,1470,1288,368,245123,1921,1137,63432,65411,65236,ATTACK
51078,954,1802,321,244647,1329,1022,47484,65455,65358,ATTACK
13142,349,350,119,22192,412,328,10458,65244,58169,BENIGN
12717,314,428,137,24003,447,244,10000,63266,58261,BENIGN
41915,1028,1603,376,135515,1536,1203,53911,65114,65285,ATTACK
70290,1455,1916,404,115320,1351,1276,49115,65530,65407,ATTACK
74125,1080,1202,413,106105,1925,800,44801,65102,65080,ATTACK
9956,323,433,81,19474,477,239,9836,61752,59641,BENIGN
43099,1032,1401,476,187536,1275,1300,40837,65186,65345,ATTACK
12300,267,468,147,6520,480,257,9794,61866,58019,BENIGN
10191,291,483,117,13871,541,209,13863,60693,58705,BENIGN
42699,1204,1991,566,209728,1811,1203,57185,65320,65430,ATTACK
46134,1064,1468,538,288405,1264,1169,79886,65052,65004,ATTACK
14619,296,377,122,19942,507,280,11350,62139,59728,BENIGN
46639,1498,1418,318,120111,1689,879,71052,65215,65340,ATTACK
13816,308,460,92,24100,378,283,13438,65493,58404,BENIGN
11959,245,503,134,23863,513,315,7613,65385,61930,BENIGN
56882,1456,1684,365,162620,1423,911,49791,65205,65439,ATTACK
70894,1390,1909,574,160961,1653,921,44266,65145,65177,ATTACK
56259,1026,1240,335,144519,1973,1052,60596,65063,65059,ATTACK
69474,1007,1773,566,220086,1562,849,77450,65047,65273,ATTACK
9329,362,394,98,12700,504,320,10872,62328,63306,BENIGN
9331,331,532,123,18418,542,265,12007,64132,59587,BENIGN
65633,1485,1412,496,248935,1511,845,42282,65178,65191,ATTACK
56091,920,1850,435,200463,1406,966,51902,65204,65478,ATTACK
46985,1212,1451,483,111466,1418,914,65163,65155,65423,ATTACK
9846,312,507,88,8575,473,315,9585,61668,58172,BENIGN
68745,1086,1984,495,284642,1582,939,61845,65172,65297,ATTACK
76547,1324,1706,570,275779,1614,950,45562,65392,65514,ATTACK
9299,299,449,145,17661,371,215,8095,62431,58218,BENIGN
10530,223,460,112,17686,407,339,8096,61482,60883,BENIGN
14345,346,406,106,19063,440,209,11091,63216,60755,BENIGN
46638,915,1269,556,155818,1233,972,74405,65320,65377,ATTACK
63345,1248,1861,417,160243,1937,938,49812,65429,65440,ATTACK
14853,216,472,131,7452,393,240,8666,60790,64856,BENIGN
10704,362,523,121,16208,521,340,8459,62159,59054,BENIGN
11759,235,377,135,9381,423,325,8347,61215,61477,BENIGN
10227,259,502,105,10333,431,274,11839,63791,62856,BENIGN
14597,360,546,84,17861,450,250,10236,63737,64445,BENIGN
53941,1449,1447,590,124559,1237,1356,47954,65474,65482,ATTACK
60651,947,1859,321,123861,1206,1298,54710,65158,65340,ATTACK
8840,358,465,118,19506,375,338,7166,64306,63274,BENIGN
50610,1019,1701,567,184685,1834,1063,74328,65267,65441,ATTACK
71824,958,1953,467,229975,1417,1244,64442,65278,65382,ATTACK
13011,324,443,97,17821,540,262,12288,64917,60917,BENIGN
51098,1006,1700,335,154952,1989,917,62788,65002,65501,ATTACK
9788,200,434,100,10871,465,227,7765,60191,62237,BENIGN
63934,1402,1680,364,174974,1370,1170,47729,65519,65187,ATTACK
40336,960,1432,419,121080,1649,1006,45070,65237,65081,ATTACK
13198,217,505,119,24858,473,243,12057,60623,58924,BENIGN
14032,325,419,105,17267,531,284,11005,60258,59066,BENIGN
8236,339,388,140,15024,469,302,12082,60708,61002,BENIGN
9513,247,409,83,13999,358,212,12387,60439,64151,BENIGN
66645,945,1207,307,293700,1348,1205,67118,65263,65198,ATTACK
11794,351,365,87,19811,485,346,13027,60144,58155,BENIGN
44583,1416,1708,488,201675,1956,1278,62993,65155,65361,ATTACK
12194,298,396,130,13151,408,212,8101,62940,60279,BENIGN
9737,344,412,104,17592,362,213,9691,61342,58150,BENIGN
56422,928,1537,427,265427,1318,909,68423,65511,65423,ATTACK
12317,285,388,113,8050,520,260,12293,62739,64476,BENIGN
40881,1128,1294,359,102565,1403,1126,57900,65222,65206,ATTACK
58659,847,1436,421,188542,1277,1342,59770,65508,65056,ATTACK
14932,375,475,90,15190,455,288,9105,62763,63304,BENIGN
49322,1134,1875,464,224853,1722,1120,79871,65124,65443,ATTACK
8450,269,435,146,18981,405,223,9537,60490,59837,BENIGN
69061,1349,1258,587,278948,1294,1255,51062,65236,65393,ATTACK
75940,1140,1890,542,235144,1523,979,46980,65031,65192,ATTACK
51917,917,1888,393,228369,1918,1253,44876,65190,65383,ATTACK
52672,1373,1706,485,105358,1907,951,55113,65223,65239,ATTACK
55523,1075,1238,323,192713,1915,1290,78352,65318,65041,ATTACK
10768,258,468,149,19496,535,238,10598,64456,62357,BENIGN
52086,804,1347,413,160644,1490,1005,62399,65019,65287,ATTACK
61899,1329,1424,445,286998,1631,1126,78712,65458,65261,ATTACK
57686,967,1756,381,203081,1999,1208,70677,65348,65114,ATTACK
79802,1044,1228,431,218415,1334,1246,63047,65422,65206,ATTACK
70075,927,1270,599,286125,1493,1359,51769,65456,65458,ATTACK
13868,385,422,81,18499,514,324,9117,60019,61259,BENIGN
73132,932,1996,488,146923,1800,846,43947,65087,65165,ATTACK
11373,304,483,84,19929,382,292,12866,64031,58078,BENIGN
10306,247,476,118,14474,374,271,7751,64282,61341,BENIGN
13883,381,525,114,10876,397,278,11551,60681,63601,BENIGN
9441,391,414,96,8829,440,248,8343,65260,63600,BENIGN
78539,1149,1699,541,139905,1776,1320,63577,65140,65270,ATTACK
8250,310,373,117,12387,468,264,8022,62256,58278,BENIGN
11740,297,542,104,22893,543,244,12766,63893,60779,BENIGN
44634,1456,1583,462,208686,1930,1372,40992,65392,65045,ATTACK
12128,327,397,106,21468,417,264,7001,62057,63719,BENIGN
46145,1424,1247,515,247197,1276,1342,78707,65305,65100,ATTACK
11217,342,350,96,6093,394,319,10290,63687,60304,BENIGN
9067,256,451,119,17356,495,233,13718,64456,58008,BENIGN
9411,388,511,144,22505,357,202,7339,65029,59975,BENIGN
14800,265,474,82,12636,423,326,9159,64124,63869,BENIGN
12236,398,402,143,21875,500,217,8022,62548,64428,BENIGN
14436,395,440,114,18951,525,318,10238,64474,60447,BENIGN
54606,1215,1253,457,105613,1522,1357,59048,65320,65441,ATTACK
49138,888,1262,492,273325,1417,1139,63091,65319,65224,ATTACK
55316,1037,1681,502,146716,1551,1243,59699,65142,65034,ATTACK
47036,980,1671,592,127805,1944,1041,52837,65097,65055,ATTACK
40208,959,1906,430,154731,1559,1019,48405,65307,65285,ATTACK
65013,893,1824,393,278015,1885,889,51935,65345,65440,ATTACK
47198,955,1629,455,185547,1805,918,50903,65315,65100,ATTACK
67836,1229,1600,566,219555,1478,1297,72132,65109,65521,ATTACK
77872,1221,1663,406,215769,1937,1206,68154,65072,65176,ATTACK
73070,1028,1520,483,201581,1916,1083,41491,65296,65130,ATTACK
8633,251,423,95,15467,531,282,10195,65250,59682,BENIGN
68826,982,1748,475,154291,1938,1084,78843,65359,65135,ATTACK
13802,301,412,81,18901,393,316,10535,64854,61279,BENIGN
67461,1291,1690,434,201058,1492,1166,56360,65206,65019,ATTACK
53298,1053,1582,350,244608,1939,1195,54119,65121,65314,ATTACK
13023,283,477,92,7143,469,332,10883,63819,61889,BENIGN
58130,1064,1489,491,208920,1721,942,53238,65407,65126,ATTACK
14977,312,512,80,19880,499,290,12946,61828,61629,BENIGN
10572,338,432,105,24087,379,242,13535,60355,60132,BENIGN
71963,1305,1318,512,124414,1619,1042,74983,65171,65467,ATTACK
54999,862,1278,536,184114,1499,924,58910,65244,65181,ATTACK
45319,951,1783,565,231991,1208,1128,75864,65245,65196,ATTACK
13995,201,418,115,17357,436,283,11531,62601,63109,BENIGN
12016,218,506,86,13134,498,200,10915,60650,61058,BENIGN
50424,1255,1235,507,137755,1336,1342,61439,65427,65359,ATTACK
9105,389,533,143,6432,396,255,10714,61244,61330,BENIGN
45284,1470,1583,558,297613,1435,878,70130,65530,65527,ATTACK
60339,1026,1249,563,192738,1565,1139,54713,65155,65450,ATTACK
53628,1434,1480,563,170363,1701,989,79385,65510,65491,ATTACK
14170,322,539,85,14752,357,228,10433,64617,60002,BENIGN
60785,1446,1358,522,277467,1832,1287,71337,65250,65509,ATTACK
71680,1440,1315,309,118541,1329,1306,57241,65358,65269,ATTACK
63732,1148,1842,529,119669,1292,862,55620,65149,65324,ATTACK
8248,389,403,104,15302,470,252,7579,61005,63765,BENIGN
9789,332,500,82,20422,533,235,10660,64861,63610,BENIGN
78146,1229,1747,336,229739,1622,1185,79543,65224,65072,ATTACK
61737,1018,1555,313,119972,1495,1238,67690,65171,65306,ATTACK
55031,1439,1367,408,123580,1490,1203,62885,65091,65300,ATTACK
64406,1146,1869,540,294161,1539,894,78826,65327,65036,ATTACK
52759,1487,1620,342,280139,1535,1198,65533,65432,65396,ATTACK
55066,1396,1292,583,170251,1899,923,44456,65086,65259,ATTACK
40932,1193,1961,360,242686,1936,1100,41618,65238,65000,ATTACK
11697,375,537,106,15473,436,207,9605,61912,63114,BENIGN
63539,952,1334,485,163383,1993,955,66847,65292,65347,ATTACK
46894,1224,1792,563,169636,1285,1017,64417,65413,65470,ATTACK
72086,1430,1688,569,296793,1355,888,47144,65175,65299,ATTACK
71354,980,1610,373,222313,1637,934,66311,65240,65053,ATTACK
66301,884,1982,444,103628,1894,1085,73559,65077,65345,ATTACK
63824,1237,1413,472,231416,1548,1200,64194,65014,65050,ATTACK
60939,1197,1364,449,179522,1661,1381,66004,65402,65227,ATTACK
52806,958,1511,485,251445,1719,1017,73028,65156,65369,ATTACK
49344,1465,1814,479,282591,1507,896,65876,65398,65328,ATTACK
52098,1169,1806,592,170825,1543,959,65092,65339,65021,ATTACK
13764,297,456,87,20586,386,214,8707,64186,61407,BENIGN
13683,361,429,83,15611,450,202,13908,61244,62091,BENIGN
45197,840,1300,314,218155,1483,1160,67668,65088,65027,ATTACK
73237,1074,1324,327,127624,1658,1188,61151,65307,65332,ATTACK
52776,970,1327,312,217067,1332,1313,73302,65170,65345,ATTACK
9227,216,479,135,9514,373,217,12784,61199,60049,BENIGN
12769,211,425,91,12612,430,221,11748,62356,63457,BENIGN
14914,384,384,145,8087,438,298,10924,64697,64168,BENIGN
8688,200,377,112,16622,478,222,9671,61839,61846,BENIGN
69766,1063,1205,468,243899,1307,925,71803,65434,65433,ATTACK
13720,382,497,105,12050,503,317,7928,61578,62395,BENIGN
10759,327,542,144,14894,541,306,9776,62875,61590,BENIGN
12776,380,353,108,10103,391,345,7683,61049,59730,BENIGN
13912,262,384,132,23687,514,203,11883,63148,61838,BENIGN
69694,1036,1503,536,223844,1897,988,55751,65418,65088,ATTACK
57901,946,1635,585,105257,1826,870,64598,65017,65516,ATTACK
43549,1266,1256,381,119622,1606,905,40716,65086,65044,ATTACK
13789,354,505,147,16586,365,287,7825,63014,59019,BENIGN
60832,1131,1368,435,180343,1726,1330,64545,65052,65181,ATTACK
52676,989,1619,560,257135,1688,1212,62237,65014,65315,ATTACK
9665,329,462,126,8579,444,346,13203,64422,64203,BENIGN
54242,907,1918,428,122389,1833,1055,50019,65238,65066,ATTACK
44523,844,1453,571,297665,1511,1206,67020,65417,65045,ATTACK
10609,361,374,133,18784,496,270,13839,63526,59645,BENIGN
12937,361,501,114,13506,397,303,13240,61701,63016,BENIGN
8859,362,514,108,10117,516,281,7265,64806,62087,BENIGN
8713,361,520,145,16447,436,288,7849,63745,64702,BENIGN
71017,1404,1770,463,193379,1595,1105,46912,65273,65255,ATTACK
53846,887,1458,360,188896,1443,1085,59822,65501,65356,ATTACK
12547,386,463,112,15484,403,278,7853,64024,64666,BENIGN
49570,1191,1732,308,166731,1953,916,58832,65300,65332,ATTACK
9040,229,499,146,13032,538,307,7952,61692,59868,BENIGN
67124,1283,1862,454,165333,1862,1212,70358,65186,65071,ATTACK
11216,350,479,116,14387,474,254,13598,65183,63231,BENIGN
44101,1236,1453,323,292878,1859,1137,66892,65360,65327,ATTACK
13379,257,516,102,8866,484,346,8682,64930,61583,BENIGN
55035,1133,1299,510,260941,1833,1011,48994,65150,65197,ATTACK
52623,1122,1480,558,167786,1484,1129,79449,65152,65256,ATTACK
76059,1391,1474,549,155282,1756,818,46803,65174,65500,ATTACK
58695,918,1378,348,121216,1769,1307,44838,65507,65096,ATTACK
10346,386,485,86,11641,405,347,12586,65322,59436,BENIGN
9466,307,482,91,22176,446,319,9232,64580,60227,BENIGN
9654,241,472,100,13214,363,270,7515,61258,63896,BENIGN
58212,862,1570,423,231578,1778,1287,70324,65244,65104,ATTACK
48787,955,1976,540,215229,1379,1154,64634,65458,65526,ATTACK
44043,1161,1307,560,215345,1798,1233,56209,65298,65433,ATTACK
8858,206,546,100,23294,525,234,10919,62087,61381,BENIGN
79322,1435,1297,511,256725,1358,1029,63683,65326,65306,ATTACK
14147,201,475,120,6342,358,286,8874,60060,62572,BENIGN
11779,347,446,107,12180,377,314,7056,60828,60731,BENIGN
12498,393,376,128,6121,360,315,12006,60663,63717,BENIGN
14313,292,538,87,24670,527,231,7592,63021,61409,BENIGN
75928,951,1222,403,147040,1898,1080,59149,65094,65041,ATTACK
10731,254,368,142,8692,452,248,13472,60737,60148,BENIGN
13079,233,486,105,8144,363,265,11927,60134,58383,BENIGN
11573,227,443,120,20430,399,311,12819,64532,59742,BENIGN
46198,1233,1566,570,262267,1310,1224,75270,65223,65262,ATTACK
14458,209,485,137,10136,466,286,7036,63799,60841,BENIGN
11676,301,364,122,13319,423,220,8058,65244,61846,BENIGN
13522,393,432,106,9093,357,296,12938,60172,61202,BENIGN
58694,1265,1975,595,213789,1843,818,46292,65005,65307,ATTACK
68064,1492,1777,352,292412,1510,944,73690,65156,65300,ATTACK
14870,319,535,106,13505,412,258,8555,60050,60450,BENIGN
42967,1442,1222,389,163676,1401,1253,47452,65479,65159,ATTACK
9198,321,454,117,9007,538,272,13032,64213,61079,BENIGN
9458,277,472,138,19483,454,239,12589,64166,64760,BENIGN
76956,1236,1342,581,196990,1287,1068,77477,65189,65377,ATTACK
71376,1469,1892,456,257414,1927,1361,69796,65439,65325,ATTACK
9300,385,390,122,20755,486,267,7478,62925,63206,BENIGN
78661,845,1219,414,108935,1208,1016,53005,65053,65522,ATTACK
47031,1115,1494,463,150873,1260,853,49597,65443,65212,ATTACK
56256,1190,1538,458,179971,1689,1259,78493,65081,65384,ATTACK
56624,1157,1784,319,230130,1238,1338,51610,65217,65420,ATTACK
12221,349,531,117,16115,371,255,8467,61884,61358,BENIGN
73794,1416,1756,573,106771,1851,980,42522,65454,65278,ATTACK
56246,845,1516,373,203507,1565,882,59872,65172,65309,ATTACK
12452,282,369,136,15024,353,311,11425,60810,59856,BENIGN
70513,1307,1427,361,164642,1792,1004,60032,65329,65279,ATTACK
9490,225,404,119,19976,517,316,9020,62430,62678,BENIGN
54715,1284,1422,335,141002,1276,854,40329,65371,65102,ATTACK
66280,949,1682,379,234964,1670,934,44361,65458,65093,ATTACK
11521,351,381,103,11087,365,257,10928,62453,60790,BENIGN
46056,1220,1806,564,234344,1365,1226,58492,65285,65108,ATTACK
78903,939,1312,419,246175,1650,1040,61758,65406,65116,ATTACK
52640,1246,1990,337,279278,1490,1206,76571,65113,65398,ATTACK
43896,1249,1733,436,298081,1528,1330,66925,65317,65445,ATTACK
75085,886,1243,405,185235,1411,1309,56085,65186,65268,ATTACK
10458,276,408,122,22376,522,241,10827,62675,59232,BENIGN
14221,254,481,137,22114,525,329,8817,62963,62681,BENIGN
12067,258,535,80,24916,374,238,8197,65283,60909,BENIGN
10053,252,484,139,10656,512,216,11407,65188,59555,BENIGN
57247,1231,1331,520,144707,1506,1179,44202,65241,65269,ATTACK
12514,351,431,138,14757,448,342,9505,64716,63842,BENIGN
9620,258,412,85,22639,422,204,10646,62516,61779,BENIGN
63718,1106,1602,459,240014,1408,1081,51028,65498,65411,ATTACK
46994,986,1860,589,196841,1469,1232,45526,65210,65173,ATTACK
74751,1392,1979,472,105394,1484,982,75399,65068,65138,ATTACK
14249,344,404,125,11734,355,331,9607,65498,60063,BENIGN
12804,255,368,96,16725,527,265,9984,63917,58052,BENIGN
9074,257,412,133,20833,514,277,9490,60086,58780,BENIGN
40323,1428,1603,320,161558,1448,818,71438,65278,65345,ATTACK
53608,1196,1888,595,111792,1370,1288,52623,65454,65423,ATTACK
79877,1251,1878,329,236950,1582,1209,63957,65525,65217,ATTACK
60330,878,1566,575,114312,1493,935,75557,65232,65273,ATTACK
62586,848,1893,408,203208,1394,1265,70360,65249,65112,ATTACK
10067,337,507,110,18472,451,252,11190,63287,60968,BENIGN
41829,885,1430,485,223671,1771,812,75905,65220,65516,ATTACK
9247,304,462,144,6475,527,339,7842,64578,63026,BENIGN
56627,1262,1956,365,238212,1574,896,61320,65284,65183,ATTACK
8368,302,352,121,24901,454,225,8612,63669,60213,BENIGN
57462,1124,1839,356,273771,1872,1041,76415,65231,65277,ATTACK
11186,333,486,127,16148,547,308,7402,65390,63825,BENIGN
58964,811,1719,384,156919,1248,1205,54450,65469,65100,ATTACK
11736,267,407,143,12446,463,266,7965,62304,62511,BENIGN
11238,334,503,93,8509,459,294,11246,60877,58215,BENIGN
72473,1208,1504,430,146577,1452,1281,74945,65336,65325,ATTACK
65548,1300,1490,428,228658,1650,1327,51869,65125,65070,ATTACK
69334,1388,1413,345,109932,1641,1066,50405,65161,65429,ATTACK
13687,344,483,97,20488,388,208,13981,65386,61240,BENIGN
63005,1496,1675,573,112657,1776,1051,65701,65376,65248,ATTACK
42009,959,1390,457,102893,1769,872,70323,65285,65214,ATTACK
74030,1228,1941,361,277923,1295,1154,59037,65521,65386,ATTACK
14039,381,392,134,17239,376,315,13152,60315,60608,BENIGN
13734,288,352,86,13855,388,217,10154,62723,58329,BENIGN
69418,1363,1436,360,174286,1303,937,52624,65524,65259,ATTACK
8977,349,484,98,12955,377,271,10594,62998,64585,BENIGN
74715,1038,1492,556,117343,1590,1190,57539,65331,65476,ATTACK
43426,1017,1691,553,103672,1259,960,58086,65160,65382,ATTACK
9817,242,353,136,15965,390,349,13980,62163,64310,BENIGN
13473,340,428,100,10326,398,340,10872,64292,62168,BENIGN
71194,1120,1969,332,114889,1911,867,68930,65153,65487,ATTACK
44292,1348,1370,307,267902,1905,1247,47409,65096,65362,ATTACK
61839,1056,1869,435,199706,1609,1333,74486,65189,65273,ATTACK
46069,1226,1929,548,109787,1454,1161,71936,65270,65081,ATTACK
9013,284,447,92,11181,502,320,10078,64875,61283,BENIGN
48312,1144,1871,524,170862,1589,1327,63816,65297,65086,ATTACK
40167,914,1323,530,218910,1545,1150,59600,65240,65414,ATTACK
14275,275,390,111,14183,390,322,7116,61231,58461,BENIGN
14674,368,428,134,8663,414,271,11108,61635,63858,BENIGN
14580,372,466,116,19328,524,201,7346,61737,62864,BENIGN
11603,237,487,142,8117,365,275,13816,65500,58117,BENIGN
8878,247,488,103,7674,441,327,12546,64677,59295,BENIGN
11289,399,511,94,20915,450,294,12408,61851,61357,BENIGN
14920,243,373,119,24480,459,270,9412,61199,59957,BENIGN
41942,1373,1427,527,211830,1214,934,45502,65253,65049,ATTACK
67119,842,1887,437,192304,1540,1106,41172,65426,65062,ATTACK
68438,919,1415,532,286890,1927,1199,41182,65256,65500,ATTACK
12628,314,359,129,8174,531,219,11214,64981,64223,BENIGN
62489,1143,1537,562,232485,1452,1383,48754,65051,65423,ATTACK
11249,227,502,143,9620,459,333,7049,64681,62292,BENIGN
71507,1308,1924,531,107828,1247,1190,62028,65288,65530,ATTACK
79846,865,1867,577,167751,1863,1259,51486,65154,65439,ATTACK
67551,1095,1767,378,176302,1636,1351,47264,65087,65230,ATTACK
10951,219,458,83,19116,511,249,13127,60383,62894,BENIGN
13025,213,539,108,13791,435,319,9094,64215,64249,BENIGN
12681,242,411,104,23129,544,258,9456,60281,61691,BENIGN
8421,305,456,109,11608,371,340,11418,61195,62886,BENIGN
